Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
2003.0,19.0,678,NOH,New Orleans Hornets,Baron Davis,23.0,5.0,5.0,194.0,10.5,23.5,0.45,3.4,9.9,0.34,7.1,13.6,0.52,4.5,6.2,0.73,1.1,4.0,5.1,11.9,2.0,0.6,4.3,5.7,28.9,114.0,110.0
,,782,,,Bryce Drew,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003.0,19.0,38,NOH,New Orleans Hornets,Courtney Alexander,25.0,5.0,0.0,39.0,9.9,22.6,0.44,1.4,1.4,1.0,8.5,21.2,0.4,4.2,5.6,0.75,2.8,2.8,5.6,1.4,2.8,0.0,1.4,8.5,25.4,109.0,110.0
2003.0,19.0,3070,NOH,New Orleans Hornets,David Wesley,32.0,6.0,6.0,185.0,8.6,21.4,0.4,4.2,10.1,0.41,4.5,11.3,0.4,2.1,2.1,1.0,0.3,1.8,2.1,3.9,1.5,0.3,4.5,6.8,23.5,97.0,113.0
,,463,,,Elden Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003.0,19.0,1791,NOH,New Orleans Hornets,George Lynch,32.0,6.0,3.0,163.0,6.1,14.2,0.43,1.7,6.1,0.28,4.4,8.1,0.54,0.3,1.4,0.25,3.4,9.1,12.5,3.4,2.0,1.7,2.7,4.7,14.2,98.0,105.0
2003.0,19.0,1814,NOH,New Orleans Hornets,Jamaal Magloire,24.0,6.0,6.0,188.0,6.4,14.3,0.45,0.0,0.0,,6.4,14.3,0.45,7.3,9.7,0.76,5.0,9.7,14.6,0.6,1.2,1.8,2.6,4.4,20.2,111.0,106.0
2003.0,19.0,1863,NOH,New Orleans Hornets,Jamal Mashburn,30.0,4.0,4.0,162.0,11.5,26.8,0.43,2.0,5.1,0.4,9.5,21.7,0.44,8.5,11.9,0.71,0.0,4.8,4.8,7.1,1.4,0.3,3.4,1.4,33.6,109.0,111.0
2003.0,19.0,2021,NOH,New Orleans Hornets,Jerome Moiso,24.0,4.0,0.0,60.0,9.2,14.7,0.62,0.0,0.0,,9.2,14.7,0.62,2.8,3.7,0.75,7.3,7.3,14.7,4.6,0.0,6.4,3.7,8.3,21.1,122.0,106.0
2003.0,19.0,77,NOH,New Orleans Hornets,Kenny Anderson,32.0,5.0,0.0,51.0,4.3,12.9,0.33,0.0,0.0,,4.3,12.9,0.33,3.2,3.2,1.0,0.0,2.2,2.2,9.7,3.2,0.0,4.3,6.5,11.9,89.0,109.0
,,1225,,,Kirk Haston,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003.0,19.0,393,NOH,New Orleans Hornets,P.J. Brown,33.0,6.0,6.0,193.0,6.0,12.5,0.48,0.0,0.0,,6.0,12.5,0.48,5.4,7.1,0.76,5.7,7.4,13.1,1.7,2.0,0.9,1.4,6.3,17.4,123.0,107.0
,,1757,,,Randy Livingston,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003.0,19.0,2232,NOH,New Orleans Hornets,Robert Pack,33.0,4.0,0.0,42.0,7.9,17.0,0.46,0.0,0.0,,7.9,17.0,0.46,3.9,3.9,1.0,0.0,1.3,1.3,5.2,0.0,0.0,1.3,11.8,19.6,115.0,117.0
2003.0,19.0,2905,NOH,New Orleans Hornets,Robert Traylor,25.0,6.0,0.0,94.0,5.9,12.9,0.46,0.0,0.0,,5.9,12.9,0.46,0.6,2.3,0.25,6.4,11.1,17.6,2.3,1.8,2.9,3.5,9.9,12.3,92.0,103.0
2003.0,19.0,118,NOH,New Orleans Hornets,Stacey Augmon,34.0,4.0,0.0,69.0,4.0,12.0,0.33,0.0,0.0,,4.0,12.0,0.33,5.6,6.4,0.88,0.8,7.2,8.0,2.4,2.4,0.0,2.4,6.4,13.6,95.0,107.0
