Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1983,3,NJN,New Jersey Nets,Buck Williams,22,2,,85,6.4,12.7,0.5,0.0,0.0,,6.4,12.7,0.5,9.3,11.6,0.8,5.2,8.1,13.3,2.3,1.2,1.2,2.9,6.9,22.0,,125,113
1983,3,NJN,New Jersey Nets,Albert King,23,2,,68,13.0,27.5,0.47,0.7,1.4,0.5,12.3,26.0,0.47,3.6,4.3,0.83,2.9,2.9,5.8,2.2,1.4,0.0,2.9,8.7,30.4,,109,117
1983,3,NJN,New Jersey Nets,Darwin Cook,24,2,,63,7.0,21.1,0.33,0.0,0.8,0.0,7.0,20.3,0.35,1.6,1.6,1.0,2.3,2.3,4.7,7.8,0.8,0.0,3.1,6.2,15.6,,89,119
1983,3,NJN,New Jersey Nets,Darryl Dawkins,26,2,,59,14.2,18.3,0.77,0.0,0.8,0.0,14.2,17.5,0.81,1.7,1.7,1.0,1.7,6.7,8.3,1.7,3.3,4.2,6.7,5.8,30.0,,109,107
1983,3,NJN,New Jersey Nets,Micheal Ray Richardson,27,2,,58,6.8,17.8,0.38,0.0,0.8,0.0,6.8,17.0,0.4,2.5,4.2,0.6,1.7,5.1,6.8,4.2,4.2,0.0,3.4,2.5,16.1,,88,110
1983,3,NJN,New Jersey Nets,Otis Birdsong,27,2,,37,8.0,21.3,0.38,0.0,1.3,0.0,8.0,19.9,0.4,1.3,2.7,0.5,1.3,1.3,2.7,12.0,4.0,0.0,1.3,4.0,17.3,,104,113
1983,3,NJN,New Jersey Nets,Foots Walker,31,2,,36,2.7,8.2,0.33,0.0,0.0,,2.7,8.2,0.33,4.1,4.1,1.0,0.0,0.0,0.0,15.0,0.0,0.0,2.7,1.4,9.6,,115,122
1983,3,NJN,New Jersey Nets,Mike Gminski,23,2,,29,10.2,15.3,0.67,0.0,0.0,,10.2,15.3,0.67,5.1,6.8,0.75,6.8,8.5,15.3,1.7,0.0,6.8,1.7,3.4,25.4,,141,111
1983,3,NJN,New Jersey Nets,Mike O'Koren,24,2,,18,5.5,21.9,0.25,0.0,0.0,,5.5,21.9,0.25,0.0,0.0,,2.7,13.7,16.4,8.2,0.0,0.0,5.5,8.2,10.9,,65,113
1983,3,NJN,New Jersey Nets,Len Elmore,30,2,,15,6.6,16.4,0.4,0.0,0.0,,6.6,16.4,0.4,3.3,6.6,0.5,16.4,13.1,29.5,3.3,3.3,0.0,3.3,13.1,16.4,,107,107
1983,3,NJN,New Jersey Nets,Eddie Phillips,21,2,,12,12.3,24.6,0.5,0.0,8.2,0.0,12.3,16.4,0.75,4.1,16.4,0.25,12.3,8.2,20.5,12.3,0.0,0.0,4.1,8.2,28.7,,105,116
