Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2009,12,IND,Indiana Pacers,9,Maceo Baston,PF,6-9,215,1975-05-29,US,3,Michigan
2009,12,IND,Indiana Pacers,6,Marquis Daniels,SF,6-6,200,1981-01-07,US,5,Auburn
2009,12,IND,Indiana Pacers,12,Travis Diener,PG,6-1,175,1982-03-01,US,3,Marquette
2009,12,IND,Indiana Pacers,17,Mike Dunleavy,SG,6-9,230,1980-09-15,US,6,Duke
2009,12,IND,Indiana Pacers,5,T.J. Ford,PG,6-0,165,1983-03-24,US,4,Texas
2009,12,IND,Indiana Pacers,10,Jeff Foster,C,6-11,236,1977-01-16,US,9,Texas State University
2009,12,IND,Indiana Pacers,23,Stephen Graham,SG,6-6,215,1982-06-11,US,3,"Central Florida, Oklahoma State"
2009,12,IND,Indiana Pacers,33,Danny Granger,SF,6-9,222,1983-04-20,US,3,"Bradley, New Mexico"
2009,12,IND,Indiana Pacers,55,Roy Hibbert,C,7-2,270,1986-12-11,US,R,Georgetown
2009,12,IND,Indiana Pacers,1,Jarrett Jack,SG,6-3,200,1983-10-28,US,3,Georgia Tech
2009,12,IND,Indiana Pacers,32,Josh McRoberts,PF,6-10,240,1987-02-28,US,1,Duke
2009,12,IND,Indiana Pacers,3,Troy Murphy,PF,6-11,245,1980-05-02,US,7,Notre Dame
2009,12,IND,Indiana Pacers,8,Rasho Nesterovic,C,7-0,248,1976-05-30,SI,10,
2009,12,IND,Indiana Pacers,25,Brandon Rush,SG,6-6,220,1985-07-07,US,R,Kansas
